plot,species,sensor_id,Date,F_avg
Control,Beech,C13,2023-02-25,0.0011274103044732113
Control,Beech,C13,2023-02-26,0.01648089332059303
Control,Beech,C13,2023-02-27,0.006084653265820177
Control,Beech,C13,2023-02-28,0.021030923105505885
Control,Beech,C13,2023-03-01,0.03522937548185667
Control,Beech,C13,2023-03-02,0.055395554770097166
Control,Beech,C13,2023-03-03,0.0036667583388639647
Control,Beech,C13,2023-03-04,0.007194510663116419
Control,Beech,C13,2023-03-05,0.016921011388759784
Control,Beech,C13,2023-03-06,0.008813325112543171
Control,Beech,C13,2023-03-07,0.048316330834458694
Control,Beech,C13,2023-03-08,0.016401388732795823
Control,Beech,C13,2023-03-09,0.018399672878313456
Control,Beech,C13,2023-03-10,0.007572212998772888
Control,Beech,C13,2023-03-11,0.03227825731759591
Control,Beech,C13,2023-03-12,0.00610229632835633
Control,Beech,C13,2023-03-13,0.03389149082292743
Control,Beech,C13,2023-03-14,0.003466114269926608
Control,Beech,C13,2023-03-15,0.017692667834395607
Control,Beech,C13,2023-03-16,0.008080415834277734
Control,Beech,C13,2023-03-17,0.0044234074251470815
Control,Beech,C13,2023-03-18,0.01638501573146073
Control,Beech,C13,2023-03-19,0.04977886557948517
Control,Beech,C13,2023-03-20,0.02693881223962065
Control,Beech,C13,2023-03-21,0.0010008127359453231
Control,Beech,C13,2023-03-22,0.008868619708442745
Control,Beech,C13,2023-03-23,0.04499234293791995
Control,Beech,C13,2023-03-24,0.010675048551560143
Control,Beech,C13,2023-03-25,0.01724819869335197
Control,Beech,C13,2023-03-26,0.011672717393586765
Control,Beech,C13,2023-03-27,0.003259812061307914
Control,Beech,C13,2023-03-28,0.04619337417238302
Control,Beech,C13,2023-03-29,0.006283074525436118
Control,Beech,C13,2023-03-30,0.025413115830979414
Control,Beech,C13,2023-03-31,0.012434240020898883
Control,Beech,C13,2023-04-01,0.14510111411920468
Control,Beech,C13,2023-04-02,0.0597823550920777
Control,Beech,C13,2023-04-03,0.08727370897339742
Control,Beech,C13,2023-04-04,0.2989132171364794
Control,Beech,C13,2023-04-05,0.5129820969139975
Control,Beech,C13,2023-04-06,0.8057378290220496
Control,Beech,C13,2023-04-07,0.18458406081242804
Control,Beech,C13,2023-04-08,0.29643704473868626
Control,Beech,C13,2023-04-09,0.27476237219969724
Control,Beech,C13,2023-04-10,0.6407328948350243
Control,Beech,C13,2023-04-11,0.7109931543508322
Control,Beech,C13,2023-04-12,0.9757395664753895
Control,Beech,C13,2023-04-13,1.05722755706917
Control,Beech,C13,2023-04-14,0.8500021367201827
Control,Beech,C13,2023-04-15,0.7645140929570381
Control,Beech,C13,2023-04-16,0.9151226182755188
Control,Beech,C13,2023-04-17,0.735988320491682
Control,Beech,C13,2023-04-18,0.8831199569622753
Control,Beech,C13,2023-04-19,0.8867589955236037
Control,Beech,C13,2023-04-20,0.7918239856739824
Control,Beech,C13,2023-04-21,0.7288556893447103
Control,Beech,C13,2023-04-22,0.7480552085155747
Control,Beech,C13,2023-04-23,0.6841044289158962
Control,Beech,C13,2023-04-24,0.8631758534404257
Control,Beech,C13,2023-04-25,0.6622275477892968
Control,Beech,C13,2023-04-26,0.5810848180353875
Control,Beech,C13,2023-04-27,0.5358179314563284
Control,Beech,C13,2023-04-28,0.040360276459780735
Control,Beech,C13,2023-04-29,0.039202950709277214
Control,Beech,C13,2023-04-30,0.021412039690910125
Control,Beech,C13,2023-05-01,0.7019576427488944
Control,Beech,C13,2023-05-02,0.1442151871593309
Control,Beech,C13,2023-05-03,0.38996248909668557
Control,Beech,C13,2023-05-04,0.7408090192106792
Control,Beech,C13,2023-05-05,0.6820712562755766
Control,Beech,C13,2023-05-06,0.9382554528598778
Control,Beech,C13,2023-05-07,0.8408951682163203
Control,Beech,C13,2023-05-08,1.2476129309435402
Control,Beech,C13,2023-05-09,0.2777067789010495
Control,Beech,C13,2023-05-10,0.9237756211622131
Control,Beech,C13,2023-05-11,0.9391145036491519
Control,Beech,C13,2023-05-12,1.015914157016328
Control,Beech,C13,2023-05-13,0.6397290066589246
Control,Beech,C13,2023-05-14,1.1475721674316057
Control,Beech,C13,2023-05-15,0.9732480440461188
Control,Beech,C13,2023-05-16,0.9633331416489235
Control,Beech,C13,2023-05-17,1.2323257828021874
Control,Beech,C13,2023-05-18,0.8856501403531282
Control,Beech,C13,2023-05-19,1.1060966761235884
Control,Beech,C13,2023-05-20,0.4658868277880816
Control,Beech,C13,2023-05-21,1.3119091787958952
Control,Beech,C13,2023-05-22,1.4407434119881148
Control,Beech,C13,2023-05-23,1.3648382247314679
Control,Beech,C13,2023-05-24,1.2558790331398226
Control,Beech,C13,2023-05-25,1.385349058019888
Control,Beech,C13,2023-05-26,1.5276735630842115
Control,Beech,C13,2023-05-27,1.531946177877047
Control,Beech,C13,2023-05-28,1.2418886330466674
Control,Beech,C13,2023-05-29,0.6888876216100513
Control,Beech,C13,2023-05-30,1.2017598152779554
Control,Beech,C13,2023-05-31,1.310110901641415
Control,Beech,C13,2023-06-01,1.3752870724425124
Control,Beech,C13,2023-06-02,1.615952199729043
Control,Beech,C13,2023-06-03,1.5706376899658763
Control,Beech,C13,2023-06-04,1.2875383252762875
Control,Beech,C13,2023-06-05,1.3403056001347382
Control,Beech,C13,2023-06-06,1.529035377022406
Control,Beech,C13,2023-06-07,1.4624265929524154
Control,Beech,C13,2023-06-08,1.357942637843409
Control,Beech,C13,2023-06-09,1.2291708241108075
Control,Beech,C13,2023-06-10,1.5168839487005519
Control,Beech,C13,2023-06-11,0.9203506035336241
Control,Beech,C13,2023-06-12,0.6100706921305458
Control,Beech,C13,2023-06-13,1.594046390714639
Control,Beech,C13,2023-06-14,1.1580680416438809
Control,Beech,C13,2023-06-15,1.4813535046212025
Control,Beech,C13,2023-06-16,0.7553769644547764
Control,Beech,C13,2023-06-17,1.7305960803682356
Control,Beech,C13,2023-06-18,0.9976546749109804
Control,Beech,C13,2023-06-19,0.7934392848770688
Control,Beech,C13,2023-06-20,0.5216545977318959
Control,Beech,C13,2023-06-21,0.19197799383339725
Control,Beech,C13,2023-06-22,0.11414545075351377
Control,Beech,C13,2023-06-23,0.01353998045267446
Control,Beech,C13,2023-06-24,0.7908419895810269
Control,Beech,C13,2023-06-25,1.5869121159446384
Control,Beech,C13,2023-06-26,1.4299857541667205
Control,Beech,C13,2023-06-27,1.453371181566681
Control,Beech,C13,2023-06-28,1.6990966176271178
Control,Beech,C13,2023-06-29,1.7303033848560532
Control,Beech,C13,2023-06-30,1.591011903760387
Control,Beech,C13,2023-07-01,1.4529929587053316
Control,Beech,C13,2023-07-02,1.194788090814956
Control,Beech,C13,2023-07-03,1.7438336343052958
Control,Beech,C13,2023-07-04,1.8919222456411666
Control,Beech,C13,2023-07-05,1.7508162392169155
Control,Beech,C13,2023-07-06,1.7277273226473822
Control,Beech,C13,2023-07-07,1.7004299225964459
Control,Beech,C13,2023-07-08,1.5779207326518159
Control,Beech,C13,2023-07-09,1.256417823316594
Control,Beech,C13,2023-07-10,1.7134295753195081
Control,Beech,C13,2023-07-11,1.858800537520774
Control,Beech,C13,2023-07-12,1.7956893758960573
Control,Beech,C13,2023-07-13,1.7333044032330152
Control,Beech,C13,2023-07-14,0.971408554496286
Control,Beech,C13,2023-07-15,1.1200001601794576
Control,Beech,C13,2023-07-16,0.2726191319516174
Control,Beech,C13,2023-07-17,1.5926401167556332
Control,Beech,C13,2023-07-18,0.9989100126099761
Control,Beech,C13,2023-07-19,0.6018593610282328
Control,Beech,C13,2023-07-20,1.5125400810036065
Control,Beech,C13,2023-07-21,1.5445256738846602
Control,Beech,C13,2023-07-22,0.9172723916660572
Control,Beech,C13,2023-07-23,0.9850083887650722
Control,Beech,C13,2023-07-24,0.6192394770053521
Control,Beech,C13,2023-07-25,1.42305268188052
Control,Beech,C13,2023-07-26,1.6148008248982393
Control,Beech,C13,2023-07-27,1.399640168152257
Control,Beech,C13,2023-07-28,0.971849708693448
Control,Beech,C13,2023-07-29,1.3542717716298878
Control,Beech,C13,2023-07-30,1.0535103625994966
Control,Beech,C13,2023-07-31,1.5606106842086276
Control,Beech,C13,2023-08-01,0.8560431095042665
Control,Beech,C13,2023-08-02,0.9142644125573623
Control,Beech,C13,2023-08-03,0.70651817848796306
Control,Beech,C13,2023-08-04,0.707773742049969
Control,Beech,C13,2023-08-05,1.3035159140190995
Control,Beech,C13,2023-08-06,1.472823604830108
Control,Beech,C13,2023-08-07,1.3881828739737379
Control,Beech,C13,2023-08-08,1.512363002075154
Control,Beech,C13,2023-08-09,0.9227040215964645
Control,Beech,C13,2023-08-10,0.48154175209940536
Control,Beech,C13,2023-08-11,1.5906060426888058
Control,Beech,C13,2023-08-12,0.8289996064507987
Control,Beech,C13,2023-08-13,0.9441021616978199
Control,Beech,C13,2023-08-14,0.8913173466642083
Control,Beech,C13,2023-08-15,0.841923602206474
Control,Beech,C13,2023-08-16,1.7802990265090444
Control,Beech,C13,2023-08-17,0.7158130156510907
Control,Beech,C13,2023-08-18,0.9011660958889504
Control,Beech,C13,2023-08-19,0.8961129424844303
Control,Beech,C13,2023-08-20,0.916861145259002
Control,Beech,C13,2023-08-21,0.979405871335591
Control,Beech,C13,2023-08-22,0.8694598757627247
Control,Beech,C13,2023-08-23,0.8519326979811717
Control,Beech,C13,2023-08-24,0.585316529876575
Control,Beech,C13,2023-08-25,0.7847099009626908
Control,Beech,C13,2023-08-26,0.6525670478309105
Control,Beech,C13,2023-08-27,0.8538933797578413
Control,Beech,C13,2023-08-28,0.17320645505187943
Control,Beech,C13,2023-08-29,0.2786150568269249
Control,Beech,C13,2023-08-30,0.840202204579717
Control,Beech,C13,2023-08-31,0.7442320515288726
Control,Beech,C13,2023-09-01,0.9085781222590537
Control,Beech,C13,2023-09-02,0.7205043990154888
Control,Beech,C13,2023-09-03,1.0432872270419125
Control,Beech,C13,2023-09-04,0.8338456123640204
Control,Beech,C13,2023-09-05,0.8044580361743683
Control,Beech,C13,2023-09-06,0.8139074130215582
Control,Beech,C13,2023-09-07,0.7688498139661786
Control,Beech,C13,2023-09-08,0.6855543429711491
Control,Beech,C13,2023-09-09,0.5243949248449066
Control,Beech,C13,2023-09-10,0.04232906996967207
Control,Beech,C13,2023-09-11,0.3504702050474254
Control,Beech,C13,2023-09-12,0.5989001461714242
Control,Beech,C13,2023-09-13,0.6997308219645405
Control,Beech,C13,2023-09-14,0.7190686584022044
Control,Beech,C13,2023-09-15,0.6354409887975694
Control,Beech,C13,2023-09-16,0.7246009563243082
Control,Beech,C13,2023-09-17,0.3779749946213925
Control,Beech,C13,2023-09-18,0.1559934692889275
Control,Beech,C13,2023-09-19,0.6862803390065935
Control,Beech,C13,2023-09-20,0.6869003673489116
Control,Beech,C13,2023-09-21,0.6181908406393014
Control,Beech,C13,2023-09-22,0.46565222121130595
Control,Beech,C13,2023-09-23,0.01681215434869033
Control,Beech,C13,2023-09-24,0.009846325181403014
Control,Beech,C13,2023-09-25,0.426493122274457
Control,Beech,C13,2023-09-26,0.0994933570628648
Control,Beech,C13,2023-09-27,0.5688805184979948
Control,Beech,C13,2023-09-28,0.3894165382907284
Control,Beech,C13,2023-09-29,0.15337394134410248
Control,Beech,C13,2023-09-30,0.36244384785303124
Control,Beech,C13,2023-10-01,0.9437972584929807
Control,Beech,C13,2023-10-02,0.8482348765650521
Control,Beech,C13,2023-10-03,0.5970400236727551
Control,Beech,C13,2023-10-04,0.7947194673521086
Control,Beech,C13,2023-10-05,0.6981567660605206
Control,Beech,C13,2023-10-06,0.2975459594373141
Control,Beech,C13,2023-10-07,0.04438639945716776
Control,Beech,C13,2023-10-08,0.689940411189666
Control,Beech,C13,2023-10-09,0.7274644076163058
Control,Beech,C13,2023-10-10,0.7101165994324387
Control,Beech,C13,2023-10-11,0.8434284468743135
Control,Beech,C13,2023-10-12,0.5528725526749408
Control,Beech,C13,2023-10-13,0.4957228745287259
Control,Beech,C13,2023-10-14,0.003028969059671497
Control,Beech,C13,2023-10-15,0.5216353564243696
Control,Beech,C13,2023-10-16,0.40730266889476724
Control,Beech,C13,2023-10-17,0.43739116226806457
Control,Beech,C13,2023-10-18,0.5970220598423657
Control,Beech,C13,2023-10-19,0.44902977224509993
Control,Beech,C13,2023-10-20,0.4415205464767263
Control,Beech,C13,2023-10-21,0.45208284992848524
Control,Beech,C13,2023-10-22,0.46479885656426584
Control,Beech,C13,2023-10-23,0.2624784474000853
Control,Beech,C13,2023-10-24,0.2584780511526788
Control,Beech,C13,2023-10-25,0.453498460003442
Control,Beech,C13,2023-10-26,0.32812247385286974
Control,Beech,C13,2023-10-27,0.4213572257420789
Control,Beech,C13,2023-10-28,0.3039734825403668
Control,Beech,C13,2023-10-29,0.042345118248201585
Control,Beech,C13,2023-10-30,0.03258877183182078
Control,Beech,C13,2023-10-31,0.031567803784348626
Control,Beech,C13,2023-11-01,0.004750527040655811
Control,Beech,C13,2023-11-02,0.003711220581821282
Control,Beech,C13,2023-11-03,0.015188070452085
Control,Beech,C13,2023-11-04,0.12219255661527156
Control,Beech,C13,2023-11-05,0.0695398452336303
Control,Beech,C13,2023-11-06,0.07569027013886191
Control,Beech,C13,2023-11-07,0.01131615166231598
Control,Beech,C13,2023-11-08,0.04621796125771723
Control,Beech,C13,2023-11-09,0.02869663481121038
Control,Beech,C13,2023-11-10,0.009037167115774857
Control,Beech,C13,2023-11-11,0.16493928235055286
Control,Beech,C13,2023-11-12,0.07858728962802215
Control,Beech,C13,2023-11-13,0.09865303304215702
Control,Beech,C13,2023-11-14,0.12127988021623383
Control,Beech,C13,2023-11-15,0.15498513675076878
Control,Beech,C13,2023-11-16,0.13280389020245287
Control,Beech,C13,2023-11-17,0.09676868933051871
Control,Beech,C13,2023-11-18,0.09889303061896228
Control,Beech,C13,2023-11-19,0.18116252132172475
Control,Beech,C13,2023-11-20,0.01996541345730126
Control,Beech,C13,2023-11-21,0.05415620004821583
Control,Beech,C13,2023-11-22,0.02077498679073317
Control,Beech,C13,2023-11-23,0.06905793994976274
Control,Beech,C13,2023-11-24,0.05595489073688653
Control,Beech,C13,2023-11-25,0.1078441960734497
Control,Beech,C13,2023-11-26,0.06332814528896578
Control,Beech,C13,2023-11-27,0.09020612996982608
Control,Beech,C13,2023-11-28,0.1030713140235055
Control,Beech,C13,2023-11-29,0.08920383356843584
Control,Beech,C13,2023-11-30,0.0736818488365403
Control,Beech,C13,2023-12-01,0.06708276493715251
Control,Beech,C13,2023-12-02,0.03418085536869786
Control,Beech,C13,2023-12-03,0.008826013463308162
Control,Beech,C13,2023-12-04,0.14022404580359027
Control,Beech,C13,2023-12-05,0.08384723810874979
Control,Beech,C13,2023-12-06,0.10526052868238595
Control,Beech,C13,2023-12-07,0.11193105291867567
Control,Beech,C13,2023-12-08,0.08950417364703764
Control,Beech,C13,2023-12-09,0.09731425012022024
Control,Beech,C13,2023-12-10,0.05094782439735491
Control,Beech,C13,2023-12-11,0.02896253019657709
Control,Beech,C13,2023-12-12,0.07352680382871386
Control,Beech,C13,2023-12-13,0.05029489834907928
Control,Beech,C13,2023-12-14,0.035224485280336434
Control,Beech,C13,2023-12-15,0.12726158712397537
Control,Beech,C13,2023-12-16,0.07070899037237977
Control,Beech,C13,2023-12-17,0.07720535935431821
Control,Beech,C13,2023-12-18,0.03847813087615861
Control,Beech,C13,2023-12-19,0.03103248630541197
Control,Beech,C13,2023-12-20,0.05468294309335896
Control,Beech,C13,2023-12-21,0.04062345883931824
Control,Beech,C13,2023-12-22,0.008270209216646483
Control,Beech,C13,2023-12-23,0.02731176014175543
Control,Beech,C13,2023-12-24,0.008845212880087603
Control,Beech,C13,2023-12-25,0.03882556615650027
Control,Beech,C13,2023-12-26,0.00588856139815197
Control,Beech,C13,2023-12-27,0.010115796169724328
Control,Beech,C13,2023-12-28,0.024294496156798077
Control,Beech,C13,2023-12-29,0.016476945174139158
Control,Beech,C13,2023-12-30,3.4625169534754994e-4
Control,Beech,C13,2023-12-31,0.005320271025681629
Control,Beech,C14,2023-01-01,0.4597712237031861
Control,Beech,C14,2023-01-02,0.21722810558977815
Control,Beech,C14,2023-01-03,0.08926466244419644
Control,Beech,C14,2023-01-08,0.11834361268664277
Control,Beech,C14,2023-01-09,0.2019839433478698
Control,Beech,C14,2023-01-10,0.2351694012065617
Control,Beech,C14,2023-01-11,0.5228118715015679
Control,Beech,C14,2023-01-12,0.06453720983605815
Control,Beech,C14,2023-01-16,0.23065707633718555
Control,Beech,C14,2023-01-18,0.04641789845064984
Control,Beech,C14,2023-01-28,0.28985559574672076
Control,Beech,C14,2023-01-29,0.07375681124120931
Control,Beech,C14,2023-01-30,0.39125418670233
Control,Beech,C14,2023-02-06,0.01565091511517019
Control,Beech,C14,2023-02-07,0.0860496131147442
Control,Beech,C14,2023-02-08,0.08033854156478495
Control,Beech,C14,2023-02-09,0.02151240327868605
Control,Beech,C14,2023-02-13,0.03441984524589768
Control,Beech,C14,2023-02-14,0.2261428162946013
Control,Beech,C14,2023-02-15,0.30291247531577725
Control,Beech,C14,2023-02-19,0.10665342779983827
Control,Beech,C14,2023-02-20,0.17522079672223353
Control,Beech,C14,2023-02-21,0
Control,Beech,C14,2023-02-23,0.623931247783484
Control,Beech,C14,2023-02-27,0.012753907892671543
Control,Beech,C14,2023-03-01,0.06431252649866476
Control,Beech,C14,2023-03-02,0.5569334734609099
Control,Beech,C14,2023-03-05,0.17330131397323575
Control,Beech,C14,2023-03-09,0.025995254069273912
Control,Beech,C14,2023-03-10,0.01674345234144151
Control,Beech,C14,2023-03-11,0.02446117174338035
Control,Beech,C14,2023-03-12,0.011951333834775098
Control,Beech,C14,2023-03-13,0.0071001438196054015
Control,Beech,C14,2023-03-14,0.022296143794682866
Control,Beech,C14,2023-03-15,0.03867728511477727
Control,Beech,C14,2023-03-16,0.024753402493332424
Control,Beech,C14,2023-03-17,0.0024433488361257504
Control,Beech,C14,2023-03-18,0.029831682468282147
Control,Beech,C14,2023-03-19,0.04634738871588088
Control,Beech,C14,2023-03-20,0.024701987060095777
Control,Beech,C14,2023-03-21,0.00842594878703909
Control,Beech,C14,2023-03-22,0.008140138916437367
Control,Beech,C14,2023-03-23,0.019405504153597472
Control,Beech,C14,2023-03-24,0.009948808464966744
Control,Beech,C14,2023-03-25,0.006044398716523957
Control,Beech,C14,2023-03-26,0.02906787410814914
Control,Beech,C14,2023-03-27,0.008552153817327037
Control,Beech,C14,2023-03-28,0.04156566993994065
Control,Beech,C14,2023-03-29,0.031932495996396325
Control,Beech,C14,2023-03-30,0.02451103638974114
Control,Beech,C14,2023-03-31,0.00829805882017777
Control,Beech,C14,2023-04-01,0.043348152936090414
Control,Beech,C14,2023-04-02,0.04095422603758877
Control,Beech,C14,2023-04-03,0.040073826637783236
Control,Beech,C14,2023-04-04,0.012153816376250818
Control,Beech,C14,2023-04-05,0.013066922588354067
Control,Beech,C14,2023-04-06,0.04619838509704569
Control,Beech,C14,2023-04-07,0.02001704351698203
Control,Beech,C14,2023-04-08,0.023417067111635635
Control,Beech,C14,2023-04-09,0.03388448998265138
Control,Beech,C14,2023-04-10,0.04094881979167465
Control,Beech,C14,2023-04-11,0.10540276865521328
Control,Beech,C14,2023-04-12,0.345630798123148
Control,Beech,C14,2023-04-13,0.4698033723378752
Control,Beech,C14,2023-04-14,0.40803070561881194
Control,Beech,C14,2023-04-15,0.42691439521928015
Control,Beech,C14,2023-04-16,0.45795601957028254
Control,Beech,C14,2023-04-17,0.4433870498583985
Control,Beech,C14,2023-04-18,0.5434594993055386
Control,Beech,C14,2023-04-19,0.619952376562256
Control,Beech,C14,2023-04-20,0.5150201454253737
Control,Beech,C14,2023-04-21,0.4841171279372876
Control,Beech,C14,2023-04-22,0.4812280233776105
Control,Beech,C14,2023-04-23,0.4678747859258473
Control,Beech,C14,2023-04-24,0.4712918282501596
Control,Beech,C14,2023-04-25,0.47027024428263076
Control,Beech,C14,2023-04-26,0.48095450378368465
Control,Beech,C14,2023-04-27,0.4256547216563097
Control,Beech,C14,2023-04-28,0.027591714820749895
Control,Beech,C14,2023-04-29,0.11967576574410753
Control,Beech,C14,2023-04-30,0.017034513372728412
Control,Beech,C14,2023-05-01,0.44947371048811635
Control,Beech,C14,2023-05-02,0.09361678771938778
Control,Beech,C14,2023-05-03,0.2666449600303519
Control,Beech,C14,2023-05-04,0.44545809370195216
Control,Beech,C14,2023-05-05,0.37265248644335375
Control,Beech,C14,2023-05-06,0.47255756866644594
Control,Beech,C14,2023-05-07,0.44174787782267627
Control,Beech,C14,2023-05-08,0.6128280924962699
Control,Beech,C14,2023-05-09,0.12792914054386206
Control,Beech,C14,2023-05-10,0.5168224546691494
Control,Beech,C14,2023-05-11,0.4945170246210396
Control,Beech,C14,2023-05-12,0.4764530793878874
Control,Beech,C14,2023-05-13,0.3596176666638232
Control,Beech,C14,2023-05-14,0.5224782609049593
Control,Beech,C14,2023-05-15,0.4813319724008564
Control,Beech,C14,2023-05-16,0.4971982626000237
Control,Beech,C14,2023-05-17,0.4982487429866007
Control,Beech,C14,2023-05-18,0.4372180898753849
Control,Beech,C14,2023-05-19,0.4835820300502435
Control,Beech,C14,2023-05-20,0.28617574553414427
Control,Beech,C14,2023-05-21,0.5269928347891174
Control,Beech,C14,2023-05-22,0.5557496161584606
Control,Beech,C14,2023-05-23,0.466519385590261
Control,Beech,C14,2023-05-24,0.5211271504726357
Control,Beech,C14,2023-05-25,0.4770303396427221
Control,Beech,C14,2023-05-26,0.5595248065519562
Control,Beech,C14,2023-05-27,0.5385404084044731
Control,Beech,C14,2023-05-28,0.44281857550767145
Control,Beech,C14,2023-05-29,0.23843732884109822
Control,Beech,C14,2023-05-30,0.4537065014529363
Control,Beech,C14,2023-05-31,0.48773095940035016
Control,Beech,C14,2023-06-01,0.49534456548626715
Control,Beech,C14,2023-06-02,0.5697956148475335
Control,Beech,C14,2023-06-03,0.549126767569065
Control,Beech,C14,2023-06-04,0.4466880259608501
Control,Beech,C14,2023-06-05,0.4566543247005497
Control,Beech,C14,2023-06-06,0.5687450337097297
Control,Beech,C14,2023-06-07,0.5533534785208394
Control,Beech,C14,2023-06-08,0.5499310791880134
Control,Beech,C14,2023-06-09,0.5068102601420919
Control,Beech,C14,2023-06-10,0.5994373133207128
Control,Beech,C14,2023-06-11,0.5408818346068723
Control,Beech,C14,2023-06-12,0.1612110616848691
Control,Beech,C14,2023-06-13,0.5264660849450017
Control,Beech,C14,2023-06-14,0.36496139929083143
Control,Beech,C14,2023-06-15,0.5465842435443651
Control,Beech,C14,2023-06-16,0.4607657550770447
Control,Beech,C14,2023-06-17,0.5495832770574811
Control,Beech,C14,2023-06-18,0.5735945350347094
Control,Beech,C14,2023-06-19,0.5243715854840207
Control,Beech,C14,2023-06-20,0.3482956961197274
Control,Beech,C14,2023-06-21,0.028292610972002127
Control,Beech,C14,2023-06-22,0.11853870107230773
Control,Beech,C14,2023-06-23,0.00917705729369368
Control,Beech,C14,2023-06-24,0.31334965574545837
Control,Beech,C14,2023-06-25,0.480719865313459
Control,Beech,C14,2023-06-26,0.4472008669454899
Control,Beech,C14,2023-06-27,0.5007765594508423
Control,Beech,C14,2023-06-28,0.511538199280741
Control,Beech,C14,2023-06-29,0.5502614122074596
Control,Beech,C14,2023-06-30,0.5120174857409967
Control,Beech,C14,2023-07-01,0.4937983268612547
Control,Beech,C14,2023-07-02,0.39684181561091797
Control,Beech,C14,2023-07-03,0.5253492663707013
Control,Beech,C14,2023-07-04,0.5517255437863631
Control,Beech,C14,2023-07-05,0.5561305672789759
Control,Beech,C14,2023-07-06,0.565423904536355
Control,Beech,C14,2023-07-07,0.5101503799037408
Control,Beech,C14,2023-07-08,0.5341006265663493
Control,Beech,C14,2023-07-09,0.4521506872575313
Control,Beech,C14,2023-07-10,0.5433437223065583
Control,Beech,C14,2023-07-11,0.5840053415428541
Control,Beech,C14,2023-07-12,0.6059132095848709
Control,Beech,C14,2023-07-13,0.6134427303141327
Control,Beech,C14,2023-07-14,0.5596023057395958
Control,Beech,C14,2023-07-15,0.47563929462679455
Control,Beech,C14,2023-07-16,0.004002290404022471
Control,Beech,C14,2023-07-17,0.5240359371779371
Control,Beech,C14,2023-07-18,0.5597259033568099
Control,Beech,C14,2023-07-19,0.2145895089028625
Control,Beech,C14,2023-07-20,0.5085835594917016
Control,Beech,C14,2023-07-21,0.5087499537730128
Control,Beech,C14,2023-07-22,0.5381549855372226
Control,Beech,C14,2023-07-23,0.5804128278943779
Control,Beech,C14,2023-07-24,0.41132473949200765
Control,Beech,C14,2023-07-25,0.4508841283920608
Control,Beech,C14,2023-07-26,0.5189391382297742
Control,Beech,C14,2023-07-27,0.5671438083925587
Control,Beech,C14,2023-07-28,0.5636023618410464
Control,Beech,C14,2023-07-29,0.551954446251893
Control,Beech,C14,2023-07-30,0.5155358901046647
Control,Beech,C14,2023-07-31,0.5253639842973895
